variable,question,module,health_care_experience,coding
word_look,"The open narratives contained the word or stem ""look""",Adult,1,
word_situat,"The open narratives contained the word or stem ""situat""",Adult,1,
word_clinic,"The open narratives contained the word or stem ""clinic""",Adult,1,
word_due,"The open narratives contained the word or stem ""due""",Adult,1,
word_arm,"The open narratives contained the word or stem ""arm""",Adult,1,
word_difficulti,"The open narratives contained the word or stem ""difficulti""",Adult,1,
word_poor,"The open narratives contained the word or stem ""poor""",Adult,1,
word_syndrom,"The open narratives contained the word or stem ""syndrom""",Adult,1,
word_spoke,"The open narratives contained the word or stem ""spoke""",Adult,1,
word_speak,"The open narratives contained the word or stem ""speak""",Adult,1,
word_stress,"The open narratives contained the word or stem ""stress""",Adult,1,
word_expens,"The open narratives contained the word or stem ""expens""",Adult,1,
word_undergo,"The open narratives contained the word or stem ""undergo""",Adult,1,
word_procedur,"The open narratives contained the word or stem ""procedur""",Adult,1,
word_start,"The open narratives contained the word or stem ""start""",Adult,1,
word_stomach,"The open narratives contained the word or stem ""stomach""",Adult,1,
word_inform,"The open narratives contained the word or stem ""inform""",Adult,1,
word_explain,"The open narratives contained the word or stem ""explain""",Adult,1,
word_till,"The open narratives contained the word or stem ""till""",Adult,1,
word_observ,"The open narratives contained the word or stem ""observ""",Adult,1,
word_near,"The open narratives contained the word or stem ""near""",Adult,1,
word_stroke,"The open narratives contained the word or stem ""stroke""",Adult,1,
word_record,"The open narratives contained the word or stem ""record""",Adult,1,
word_law,"The open narratives contained the word or stem ""law""",Adult,1,
word_didn,"The open narratives contained the word or stem ""didn""",Adult,1,
word_clock,"The open narratives contained the word or stem ""clock""",Adult,1,
word_thank,"The open narratives contained the word or stem ""thank""",Adult,1,
word_nice,"The open narratives contained the word or stem ""nice""",Adult,1,
word_third,"The open narratives contained the word or stem ""third""",Adult,1,
word_bacteria,"The open narratives contained the word or stem ""bacteria""",Adult,1,
word_move,"The open narratives contained the word or stem ""move""",Adult,1,
word_receiv,"The open narratives contained the word or stem ""receiv""",Adult,1,
word_ngt,"The open narratives contained the word or stem ""ngt""",Adult,1,
word_symptom,"The open narratives contained the word or stem ""symptom""",Adult,1,
word_nephropathi,"The open narratives contained the word or stem ""nephropathi""",Adult,1,
word_feel,"The open narratives contained the word or stem ""feel""",Adult,1,
word_risk,"The open narratives contained the word or stem ""risk""",Adult,1,
word_januari,"The open narratives contained the word or stem ""januari""",Adult,1,
word_use,"The open narratives contained the word or stem ""use""",Adult,1,
word_movement,"The open narratives contained the word or stem ""movement""",Adult,1,
word_seizur,"The open narratives contained the word or stem ""seizur""",Adult,1,
word_paralyz,"The open narratives contained the word or stem ""paralyz""",Adult,1,
word_deceas,"The open narratives contained the word or stem ""deceas""",Adult,1,
word_shot,"The open narratives contained the word or stem ""shot""",Adult,1,
word_child,"The open narratives contained the word or stem ""child""",Adult,1,
word_therapi,"The open narratives contained the word or stem ""therapi""",Adult,1,
word_acquir,"The open narratives contained the word or stem ""acquir""",Adult,1,
word_lot,"The open narratives contained the word or stem ""lot""",Adult,1,
word_half,"The open narratives contained the word or stem ""half""",Adult,1,
word_lie,"The open narratives contained the word or stem ""lie""",Adult,1,
word_total,"The open narratives contained the word or stem ""total""",Adult,1,
word_level,"The open narratives contained the word or stem ""level""",Adult,1,
word_tract,"The open narratives contained the word or stem ""tract""",Adult,1,
word_transfer,"The open narratives contained the word or stem ""transfer""",Adult,1,
word_motion,"The open narratives contained the word or stem ""motion""",Adult,1,
word_bone,"The open narratives contained the word or stem ""bone""",Adult,1,
word_lip,"The open narratives contained the word or stem ""lip""",Adult,1,
word_gallar,"The open narratives contained the word or stem ""gallar""",Adult,1,
word_troubl,"The open narratives contained the word or stem ""troubl""",Adult,1,
word_hiv,"The open narratives contained the word or stem ""hiv""",Adult,1,
word_caus,"The open narratives contained the word or stem ""caus""",Adult,1,
word_xray,"The open narratives contained the word or stem ""xray""",Adult,1,
word_diabet,"The open narratives contained the word or stem ""diabet""",Adult,1,
word_provinci,"The open narratives contained the word or stem ""provinci""",Adult,1,
word_complain,"The open narratives contained the word or stem ""complain""",Adult,1,
word_arthriti,"The open narratives contained the word or stem ""arthriti""",Adult,1,
word_okey,"The open narratives contained the word or stem ""okey""",Adult,1,
word_worri,"The open narratives contained the word or stem ""worri""",Adult,1,
word_kidney,"The open narratives contained the word or stem ""kidney""",Adult,1,
word_born,"The open narratives contained the word or stem ""born""",Adult,1,
word_enlarg,"The open narratives contained the word or stem ""enlarg""",Adult,1,
word_twice,"The open narratives contained the word or stem ""twice""",Adult,1,
word_urin,"The open narratives contained the word or stem ""urin""",Adult,1,
word_treat,"The open narratives contained the word or stem ""treat""",Adult,1,
word_communiti,"The open narratives contained the word or stem ""communiti""",Adult,1,
word_vascular,"The open narratives contained the word or stem ""vascular""",Adult,1,
word_throat,"The open narratives contained the word or stem ""throat""",Adult,1,
word_insid,"The open narratives contained the word or stem ""insid""",Adult,1,
word_septemb,"The open narratives contained the word or stem ""septemb""",Adult,1,
word_decemb,"The open narratives contained the word or stem ""decemb""",Adult,1,
word_kill,"The open narratives contained the word or stem ""kill""",Adult,1,
word_appear,"The open narratives contained the word or stem ""appear""",Adult,1,
word_fall,"The open narratives contained the word or stem ""fall""",Adult,1,
word_convuls,"The open narratives contained the word or stem ""convuls""",Adult,1,
word_wait,"The open narratives contained the word or stem ""wait""",Adult,1,
word_wake,"The open narratives contained the word or stem ""wake""",Adult,1,
word_med,"The open narratives contained the word or stem ""med""",Adult,1,
word_injuri,"The open narratives contained the word or stem ""injuri""",Adult,1,
word_water,"The open narratives contained the word or stem ""water""",Adult,1,
word_congest,"The open narratives contained the word or stem ""congest""",Adult,1,
word_heal,"The open narratives contained the word or stem ""heal""",Adult,1,
word_bowel,"The open narratives contained the word or stem ""bowel""",Adult,1,
word_birth,"The open narratives contained the word or stem ""birth""",Adult,1,
word_perform,"The open narratives contained the word or stem ""perform""",Adult,1,
word_studi,"The open narratives contained the word or stem ""studi""",Adult,1,
word_tri,"The open narratives contained the word or stem ""tri""",Adult,1,
word_admit,"The open narratives contained the word or stem ""admit""",Adult,1,
word_bite,"The open narratives contained the word or stem ""bite""",Adult,1,
word_stone,"The open narratives contained the word or stem ""stone""",Adult,1,
word_medic,"The open narratives contained the word or stem ""medic""",Adult,1,
word_jaundic,"The open narratives contained the word or stem ""jaundic""",Adult,1,
word_ami,"The open narratives contained the word or stem ""ami""",Adult,1,
word_sever,"The open narratives contained the word or stem ""sever""",Adult,1,
word_asthma,"The open narratives contained the word or stem ""asthma""",Adult,1,
word_heart,"The open narratives contained the word or stem ""heart""",Adult,1,
word_littl,"The open narratives contained the word or stem ""littl""",Adult,1,
word_cri,"The open narratives contained the word or stem ""cri""",Adult,1,
word_bad,"The open narratives contained the word or stem ""bad""",Adult,1,
word_unconsci,"The open narratives contained the word or stem ""unconsci""",Adult,1,
word_ventil,"The open narratives contained the word or stem ""ventil""",Adult,1,
word_financi,"The open narratives contained the word or stem ""financi""",Adult,1,
word_recov,"The open narratives contained the word or stem ""recov""",Adult,1,
word_wound,"The open narratives contained the word or stem ""wound""",Adult,1,
word_food,"The open narratives contained the word or stem ""food""",Adult,1,
word_bed,"The open narratives contained the word or stem ""bed""",Adult,1,
word_sign,"The open narratives contained the word or stem ""sign""",Adult,1,
word_mild,"The open narratives contained the word or stem ""mild""",Adult,1,
word_gas,"The open narratives contained the word or stem ""gas""",Adult,1,
word_osmania,"The open narratives contained the word or stem ""osmania""",Adult,1,
word_name,"The open narratives contained the word or stem ""name""",Adult,1,
word_asleep,"The open narratives contained the word or stem ""asleep""",Adult,1,
word_els,"The open narratives contained the word or stem ""els""",Adult,1,
word_loss,"The open narratives contained the word or stem ""loss""",Adult,1,
word_intens,"The open narratives contained the word or stem ""intens""",Adult,1,
word_multipl,"The open narratives contained the word or stem ""multipl""",Adult,1,
word_govern,"The open narratives contained the word or stem ""govern""",Adult,1,
word_remain,"The open narratives contained the word or stem ""remain""",Adult,1,
word_acut,"The open narratives contained the word or stem ""acut""",Adult,1,
word_white,"The open narratives contained the word or stem ""white""",Adult,1,
word_renal,"The open narratives contained the word or stem ""renal""",Adult,1,
word_privat,"The open narratives contained the word or stem ""privat""",Adult,1,
word_don,"The open narratives contained the word or stem ""don""",Adult,1,
word_critic,"The open narratives contained the word or stem ""critic""",Adult,1,
word_sometim,"The open narratives contained the word or stem ""sometim""",Adult,1,
word_notic,"The open narratives contained the word or stem ""notic""",Adult,1,
word_pneumonia,"The open narratives contained the word or stem ""pneumonia""",Adult,1,
word_understand,"The open narratives contained the word or stem ""understand""",Adult,1,
word_intern,"The open narratives contained the word or stem ""intern""",Adult,1,
word_undergon,"The open narratives contained the word or stem ""undergon""",Adult,1,
word_affect,"The open narratives contained the word or stem ""affect""",Adult,1,
word_red,"The open narratives contained the word or stem ""red""",Adult,1,
word_aug,"The open narratives contained the word or stem ""aug""",Adult,1,
word_habit,"The open narratives contained the word or stem ""habit""",Adult,1,
word_esophag,"The open narratives contained the word or stem ""esophag""",Adult,1,
word_black,"The open narratives contained the word or stem ""black""",Adult,1,
word_fit,"The open narratives contained the word or stem ""fit""",Adult,1,
word_rmc,"The open narratives contained the word or stem ""rmc""",Adult,1,
word_injur,"The open narratives contained the word or stem ""injur""",Adult,1,
word_relat,"The open narratives contained the word or stem ""relat""",Adult,1,
word_floor,"The open narratives contained the word or stem ""floor""",Adult,1,
word_novemb,"The open narratives contained the word or stem ""novemb""",Adult,1,
word_chronic,"The open narratives contained the word or stem ""chronic""",Adult,1,
word_dialysi,"The open narratives contained the word or stem ""dialysi""",Adult,1,
word_shown,"The open narratives contained the word or stem ""shown""",Adult,1,
word_lake,"The open narratives contained the word or stem ""lake""",Adult,1,
word_sepsi,"The open narratives contained the word or stem ""sepsi""",Adult,1,
word_ambul,"The open narratives contained the word or stem ""ambul""",Adult,1,
word_machin,"The open narratives contained the word or stem ""machin""",Adult,1,
word_anymor,"The open narratives contained the word or stem ""anymor""",Adult,1,
word_pulmonari,"The open narratives contained the word or stem ""pulmonari""",Adult,1,
word_infect,"The open narratives contained the word or stem ""infect""",Adult,1,
word_underw,"The open narratives contained the word or stem ""underw""",Adult,1,
word_sleep,"The open narratives contained the word or stem ""sleep""",Adult,1,
word_lung,"The open narratives contained the word or stem ""lung""",Adult,1,
word_cardiopulmonari,"The open narratives contained the word or stem ""cardiopulmonari""",Adult,1,
word_patient,"The open narratives contained the word or stem ""patient""",Adult,1,
word_loos,"The open narratives contained the word or stem ""loos""",Adult,1,
word_medicin,"The open narratives contained the word or stem ""medicin""",Adult,1,
word_broken,"The open narratives contained the word or stem ""broken""",Adult,1,
word_wife,"The open narratives contained the word or stem ""wife""",Adult,1,
word_diarrhea,"The open narratives contained the word or stem ""diarrhea""",Adult,1,
word_experienc,"The open narratives contained the word or stem ""experienc""",Adult,1,
word_day,"The open narratives contained the word or stem ""day""",Adult,1,
word_slight,"The open narratives contained the word or stem ""slight""",Adult,1,
word_examin,"The open narratives contained the word or stem ""examin""",Adult,1,
word_liver,"The open narratives contained the word or stem ""liver""",Adult,1,
word_tradit,"The open narratives contained the word or stem ""tradit""",Adult,1,
word_worsen,"The open narratives contained the word or stem ""worsen""",Adult,1,
word_hepat,"The open narratives contained the word or stem ""hepat""",Adult,1,
word_agre,"The open narratives contained the word or stem ""agre""",Adult,1,
word_detect,"The open narratives contained the word or stem ""detect""",Adult,1,
word_motorcycl,"The open narratives contained the word or stem ""motorcycl""",Adult,1,
word_suppos,"The open narratives contained the word or stem ""suppos""",Adult,1,
word_faint,"The open narratives contained the word or stem ""faint""",Adult,1,
word_deliv,"The open narratives contained the word or stem ""deliv""",Adult,1,
word_lump,"The open narratives contained the word or stem ""lump""",Adult,1,
word_colon,"The open narratives contained the word or stem ""colon""",Adult,1,
word_insert,"The open narratives contained the word or stem ""insert""",Adult,1,
word_cirrhosi,"The open narratives contained the word or stem ""cirrhosi""",Adult,1,
word_consum,"The open narratives contained the word or stem ""consum""",Adult,1,
word_cathet,"The open narratives contained the word or stem ""cathet""",Adult,1,
word_fluent,"The open narratives contained the word or stem ""fluent""",Adult,1,
word_ward,"The open narratives contained the word or stem ""ward""",Adult,1,
word_slowli,"The open narratives contained the word or stem ""slowli""",Adult,1,
word_ocean,"The open narratives contained the word or stem ""ocean""",Adult,1,
word_provid,"The open narratives contained the word or stem ""provid""",Adult,1,
word_babi,"The open narratives contained the word or stem ""babi""",Adult,1,
word_hope,"The open narratives contained the word or stem ""hope""",Adult,1,
word_daughter,"The open narratives contained the word or stem ""daughter""",Adult,1,
word_goe,"The open narratives contained the word or stem ""goe""",Adult,1,
word_liquid,"The open narratives contained the word or stem ""liquid""",Adult,1,
word_mellitus,"The open narratives contained the word or stem ""mellitus""",Adult,1,
word_final,"The open narratives contained the word or stem ""final""",Adult,1,
word_month,"The open narratives contained the word or stem ""month""",Adult,1,
word_bodi,"The open narratives contained the word or stem ""bodi""",Adult,1,
word_home,"The open narratives contained the word or stem ""home""",Adult,1,
word_attend,"The open narratives contained the word or stem ""attend""",Adult,1,
word_slip,"The open narratives contained the word or stem ""slip""",Adult,1,
word_edema,"The open narratives contained the word or stem ""edema""",Adult,1,
word_begin,"The open narratives contained the word or stem ""begin""",Adult,1,
word_take,"The open narratives contained the word or stem ""take""",Adult,1,
word_extrem,"The open narratives contained the word or stem ""extrem""",Adult,1,
word_coma,"The open narratives contained the word or stem ""coma""",Adult,1,
word_tagbilaran,"The open narratives contained the word or stem ""tagbilaran""",Adult,1,
word_calm,"The open narratives contained the word or stem ""calm""",Adult,1,
word_schedul,"The open narratives contained the word or stem ""schedul""",Adult,1,
word_conditon,"The open narratives contained the word or stem ""conditon""",Adult,1,
word_particip,"The open narratives contained the word or stem ""particip""",Adult,1,
word_limb,"The open narratives contained the word or stem ""limb""",Adult,1,
word_seen,"The open narratives contained the word or stem ""seen""",Adult,1,
word_care,"The open narratives contained the word or stem ""care""",Adult,1,
word_inject,"The open narratives contained the word or stem ""inject""",Adult,1,
word_vomit,"The open narratives contained the word or stem ""vomit""",Adult,1,
word_ago,"The open narratives contained the word or stem ""ago""",Adult,1,
word_acidosi,"The open narratives contained the word or stem ""acidosi""",Adult,1,
word_sister,"The open narratives contained the word or stem ""sister""",Adult,1,
word_snake,"The open narratives contained the word or stem ""snake""",Adult,1,
word_encephalopathi,"The open narratives contained the word or stem ""encephalopathi""",Adult,1,
word_extract,"The open narratives contained the word or stem ""extract""",Adult,1,
word_abl,"The open narratives contained the word or stem ""abl""",Adult,1,
word_decid,"The open narratives contained the word or stem ""decid""",Adult,1,
word_father,"The open narratives contained the word or stem ""father""",Adult,1,
word_ach,"The open narratives contained the word or stem ""ach""",Adult,1,
word_neighbor,"The open narratives contained the word or stem ""neighbor""",Adult,1,
word_treatment,"The open narratives contained the word or stem ""treatment""",Adult,1,
word_add,"The open narratives contained the word or stem ""add""",Adult,1,
word_kerosen,"The open narratives contained the word or stem ""kerosen""",Adult,1,
word_transfus,"The open narratives contained the word or stem ""transfus""",Adult,1,
word_fill,"The open narratives contained the word or stem ""fill""",Adult,1,
word_increas,"The open narratives contained the word or stem ""increas""",Adult,1,
word_breath,"The open narratives contained the word or stem ""breath""",Adult,1,
word_life,"The open narratives contained the word or stem ""life""",Adult,1,
word_breast,"The open narratives contained the word or stem ""breast""",Adult,1,
word_advis,"The open narratives contained the word or stem ""advis""",Adult,1,
word_infarct,"The open narratives contained the word or stem ""infarct""",Adult,1,
word_chemotherapi,"The open narratives contained the word or stem ""chemotherapi""",Adult,1,
word_imbal,"The open narratives contained the word or stem ""imbal""",Adult,1,
word_cough,"The open narratives contained the word or stem ""cough""",Adult,1,
word_age,"The open narratives contained the word or stem ""age""",Adult,1,
word_alcohol,"The open narratives contained the word or stem ""alcohol""",Adult,1,
word_biopsi,"The open narratives contained the word or stem ""biopsi""",Adult,1,
word_alright,"The open narratives contained the word or stem ""alright""",Adult,1,
word_april,"The open narratives contained the word or stem ""april""",Adult,1,
word_size,"The open narratives contained the word or stem ""size""",Adult,1,
word_touch,"The open narratives contained the word or stem ""touch""",Adult,1,
word_district,"The open narratives contained the word or stem ""district""",Adult,1,
word_disappear,"The open narratives contained the word or stem ""disappear""",Adult,1,
word_excess,"The open narratives contained the word or stem ""excess""",Adult,1,
word_nurs,"The open narratives contained the word or stem ""nurs""",Adult,1,
word_diagnosi,"The open narratives contained the word or stem ""diagnosi""",Adult,1,
word_appli,"The open narratives contained the word or stem ""appli""",Adult,1,
word_client,"The open narratives contained the word or stem ""client""",Adult,1,
word_hernia,"The open narratives contained the word or stem ""hernia""",Adult,1,
word_night,"The open narratives contained the word or stem ""night""",Adult,1,
word_skin,"The open narratives contained the word or stem ""skin""",Adult,1,
word_ramiro,"The open narratives contained the word or stem ""ramiro""",Adult,1,
word_spot,"The open narratives contained the word or stem ""spot""",Adult,1,
word_low,"The open narratives contained the word or stem ""low""",Adult,1,
word_ate,"The open narratives contained the word or stem ""ate""",Adult,1,
word_suggest,"The open narratives contained the word or stem ""suggest""",Adult,1,
word_prostat,"The open narratives contained the word or stem ""prostat""",Adult,1,
word_sweat,"The open narratives contained the word or stem ""sweat""",Adult,1,
word_even,"The open narratives contained the word or stem ""even""",Adult,1,
word_august,"The open narratives contained the word or stem ""august""",Adult,1,
word_avail,"The open narratives contained the word or stem ""avail""",Adult,1,
word_boil,"The open narratives contained the word or stem ""boil""",Adult,1,
word_addit,"The open narratives contained the word or stem ""addit""",Adult,1,
word_bath,"The open narratives contained the word or stem ""bath""",Adult,1,
word_pain,"The open narratives contained the word or stem ""pain""",Adult,1,
word_believ,"The open narratives contained the word or stem ""believ""",Adult,1,
word_check,"The open narratives contained the word or stem ""check""",Adult,1,
word_copd,"The open narratives contained the word or stem ""copd""",Adult,1,
word_arriv,"The open narratives contained the word or stem ""arriv""",Adult,1,
word_damag,"The open narratives contained the word or stem ""damag""",Adult,1,
word_date,"The open narratives contained the word or stem ""date""",Adult,1,
word_follow,"The open narratives contained the word or stem ""follow""",Adult,1,
word_ctscan,"The open narratives contained the word or stem ""ctscan""",Adult,1,
word_gone,"The open narratives contained the word or stem ""gone""",Adult,1,
word_prior,"The open narratives contained the word or stem ""prior""",Adult,1,
word_cut,"The open narratives contained the word or stem ""cut""",Adult,1,
word_voic,"The open narratives contained the word or stem ""voic""",Adult,1,
word_belli,"The open narratives contained the word or stem ""belli""",Adult,1,
word_period,"The open narratives contained the word or stem ""period""",Adult,1,
word_interviewe,"The open narratives contained the word or stem ""interviewe""",Adult,1,
word_morn,"The open narratives contained the word or stem ""morn""",Adult,1,
word_origin,"The open narratives contained the word or stem ""origin""",Adult,1,
word_tablet,"The open narratives contained the word or stem ""tablet""",Adult,1,
word_side,"The open narratives contained the word or stem ""side""",Adult,1,
word_knee,"The open narratives contained the word or stem ""knee""",Adult,1,
word_digest,"The open narratives contained the word or stem ""digest""",Adult,1,
word_control,"The open narratives contained the word or stem ""control""",Adult,1,
word_surgeri,"The open narratives contained the word or stem ""surgeri""",Adult,1,
word_continu,"The open narratives contained the word or stem ""continu""",Adult,1,
word_consult,"The open narratives contained the word or stem ""consult""",Adult,1,
word_laboratori,"The open narratives contained the word or stem ""laboratori""",Adult,1,
word_jan,"The open narratives contained the word or stem ""jan""",Adult,1,
word_failur,"The open narratives contained the word or stem ""failur""",Adult,1,
word_previous,"The open narratives contained the word or stem ""previous""",Adult,1,
word_malaria,"The open narratives contained the word or stem ""malaria""",Adult,1,
word_support,"The open narratives contained the word or stem ""support""",Adult,1,
word_accord,"The open narratives contained the word or stem ""accord""",Adult,1,
word_hole,"The open narratives contained the word or stem ""hole""",Adult,1,
word_save,"The open narratives contained the word or stem ""save""",Adult,1,
word_weight,"The open narratives contained the word or stem ""weight""",Adult,1,
word_visit,"The open narratives contained the word or stem ""visit""",Adult,1,
word_condit,"The open narratives contained the word or stem ""condit""",Adult,1,
word_oper,"The open narratives contained the word or stem ""oper""",Adult,1,
word_tree,"The open narratives contained the word or stem ""tree""",Adult,1,
word_june,"The open narratives contained the word or stem ""june""",Adult,1,
word_admitt,"The open narratives contained the word or stem ""admitt""",Adult,1,
word_juli,"The open narratives contained the word or stem ""juli""",Adult,1,
word_misplac,"The open narratives contained the word or stem ""misplac""",Adult,1,
word_dead,"The open narratives contained the word or stem ""dead""",Adult,1,
word_secondari,"The open narratives contained the word or stem ""secondari""",Adult,1,
word_color,"The open narratives contained the word or stem ""color""",Adult,1,
word_sugar,"The open narratives contained the word or stem ""sugar""",Adult,1,
word_die,"The open narratives contained the word or stem ""die""",Adult,1,
word_difficult,"The open narratives contained the word or stem ""difficult""",Adult,1,
word_especi,"The open narratives contained the word or stem ""especi""",Adult,1,
word_stool,"The open narratives contained the word or stem ""stool""",Adult,1,
word_lack,"The open narratives contained the word or stem ""lack""",Adult,1,
word_vein,"The open narratives contained the word or stem ""vein""",Adult,1,
word_brain,"The open narratives contained the word or stem ""brain""",Adult,1,
word_close,"The open narratives contained the word or stem ""close""",Adult,1,
word_weaker,"The open narratives contained the word or stem ""weaker""",Adult,1,
word_complic,"The open narratives contained the word or stem ""complic""",Adult,1,
word_cerebr,"The open narratives contained the word or stem ""cerebr""",Adult,1,
word_sunday,"The open narratives contained the word or stem ""sunday""",Adult,1,
word_anemia,"The open narratives contained the word or stem ""anemia""",Adult,1,
word_measl,"The open narratives contained the word or stem ""measl""",Adult,1,
word_virus,"The open narratives contained the word or stem ""virus""",Adult,1,
word_intub,"The open narratives contained the word or stem ""intub""",Adult,1,
word_experi,"The open narratives contained the word or stem ""experi""",Adult,1,
word_ill,"The open narratives contained the word or stem ""ill""",Adult,1,
word_heavi,"The open narratives contained the word or stem ""heavi""",Adult,1,
word_return,"The open narratives contained the word or stem ""return""",Adult,1,
word_past,"The open narratives contained the word or stem ""past""",Adult,1,
word_labor,"The open narratives contained the word or stem ""labor""",Adult,1,
word_drown,"The open narratives contained the word or stem ""drown""",Adult,1,
word_sent,"The open narratives contained the word or stem ""sent""",Adult,1,
word_caught,"The open narratives contained the word or stem ""caught""",Adult,1,
word_weak,"The open narratives contained the word or stem ""weak""",Adult,1,
word_ultrasound,"The open narratives contained the word or stem ""ultrasound""",Adult,1,
word_request,"The open narratives contained the word or stem ""request""",Adult,1,
word_dyspnea,"The open narratives contained the word or stem ""dyspnea""",Adult,1,
word_cesarean,"The open narratives contained the word or stem ""cesarean""",Adult,1,
word_earlier,"The open narratives contained the word or stem ""earlier""",Adult,1,
word_sept,"The open narratives contained the word or stem ""sept""",Adult,1,
word_eat,"The open narratives contained the word or stem ""eat""",Adult,1,
word_ecg,"The open narratives contained the word or stem ""ecg""",Adult,1,
word_gcgmh,"The open narratives contained the word or stem ""gcgmh""",Adult,1,
word_prescript,"The open narratives contained the word or stem ""prescript""",Adult,1,
word_five,"The open narratives contained the word or stem ""five""",Adult,1,
word_cant,"The open narratives contained the word or stem ""cant""",Adult,1,
word_scan,"The open narratives contained the word or stem ""scan""",Adult,1,
word_drink,"The open narratives contained the word or stem ""drink""",Adult,1,
word_call,"The open narratives contained the word or stem ""call""",Adult,1,
word_leav,"The open narratives contained the word or stem ""leav""",Adult,1,
word_cooper,"The open narratives contained the word or stem ""cooper""",Adult,1,
word_icu,"The open narratives contained the word or stem ""icu""",Adult,1,
word_result,"The open narratives contained the word or stem ""result""",Adult,1,
word_brought,"The open narratives contained the word or stem ""brought""",Adult,1,
word_carri,"The open narratives contained the word or stem ""carri""",Adult,1,
word_electrolyt,"The open narratives contained the word or stem ""electrolyt""",Adult,1,
word_brother,"The open narratives contained the word or stem ""brother""",Adult,1,
word_massag,"The open narratives contained the word or stem ""massag""",Adult,1,
word_februari,"The open narratives contained the word or stem ""februari""",Adult,1,
word_entir,"The open narratives contained the word or stem ""entir""",Adult,1,
word_claim,"The open narratives contained the word or stem ""claim""",Adult,1,
word_tell,"The open narratives contained the word or stem ""tell""",Adult,1,
word_rush,"The open narratives contained the word or stem ""rush""",Adult,1,
word_memori,"The open narratives contained the word or stem ""memori""",Adult,1,
word_give,"The open narratives contained the word or stem ""give""",Adult,1,
word_numb,"The open narratives contained the word or stem ""numb""",Adult,1,
word_hematoma,"The open narratives contained the word or stem ""hematoma""",Adult,1,
word_bottl,"The open narratives contained the word or stem ""bottl""",Adult,1,
word_help,"The open narratives contained the word or stem ""help""",Adult,1,
word_found,"The open narratives contained the word or stem ""found""",Adult,1,
word_citi,"The open narratives contained the word or stem ""citi""",Adult,1,
word_told,"The open narratives contained the word or stem ""told""",Adult,1,
word_excret,"The open narratives contained the word or stem ""excret""",Adult,1,
word_allow,"The open narratives contained the word or stem ""allow""",Adult,1,
word_couldn,"The open narratives contained the word or stem ""couldn""",Adult,1,
word_goiter,"The open narratives contained the word or stem ""goiter""",Adult,1,
word_meningit,"The open narratives contained the word or stem ""meningit""",Adult,1,
word_uncl,"The open narratives contained the word or stem ""uncl""",Adult,1,
word_relief,"The open narratives contained the word or stem ""relief""",Adult,1,
word_peopl,"The open narratives contained the word or stem ""peopl""",Adult,1,
word_rememb,"The open narratives contained the word or stem ""rememb""",Adult,1,
word_emerg,"The open narratives contained the word or stem ""emerg""",Adult,1,
word_mainten,"The open narratives contained the word or stem ""mainten""",Adult,1,
word_fast,"The open narratives contained the word or stem ""fast""",Adult,1,
word_sudden,"The open narratives contained the word or stem ""sudden""",Adult,1,
word_flow,"The open narratives contained the word or stem ""flow""",Adult,1,
word_colleg,"The open narratives contained the word or stem ""colleg""",Adult,1,
word_arrest,"The open narratives contained the word or stem ""arrest""",Adult,1,
word_doctor,"The open narratives contained the word or stem ""doctor""",Adult,1,
word_bag,"The open narratives contained the word or stem ""bag""",Adult,1,
word_mayb,"The open narratives contained the word or stem ""mayb""",Adult,1,
word_carmen,"The open narratives contained the word or stem ""carmen""",Adult,1,
word_histori,"The open narratives contained the word or stem ""histori""",Adult,1,
word_refus,"The open narratives contained the word or stem ""refus""",Adult,1,
word_come,"The open narratives contained the word or stem ""come""",Adult,1,
c1_01,Was the deceased a singleton or multiple birth?,Child,0,"1 ""Singleton"" 2 ""Multiple"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_02,"Was this the first, second, or later in the birth order?",Child,0,"1 ""First"" 2 ""Second"" 3 ""Third or More"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_03,Is the mother still alive?,Child,0,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_04,Did the mother die during or after the delivery?,Child,0,"1 ""During"" 2 ""After"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_05a,How long after the delivery did the mother die? [specify units],Child,0,"1 ""Years"" 2 ""Months"" 3 ""Weeks"" 4 ""Days"" 5 ""Hours"" 6 ""Minutes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_05b,How long after the delivery did the mother die?,Child,0,
c1_06a,Where was the deceased born?,Child,0,"1 ""Hospital"" 2 ""Other Health Facility"" 3 ""On Route to Health Facility"" 4 ""Home"" 5 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_07,At the time of the delivery what was the size of the deceased?,Child,0,"1 ""Very small"" 2 ""smaller than usual"" 3 ""About average"" 4 ""larger than usual"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_08a,What was the weight of the deceased at birth? [specify units],Child,0,"1""Grams"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_08b,What was the weight of the deceased at birth?,Child,0,
c1_09,What was the sex of the deceased?,Child,0,"1 ""Male"" 2 ""Female"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_10,What was the delivery date? [specify units],Child,0,"1 ""Specified"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_10d,What was the delivery date? [day],Child,0,"99 ""Don't Know"""
